112	1.2	0
-2.617994	1.574060	2.783565
2.380392	2.500101	-0.120466
rec.job91420.bl.pdb	-4.486	-3.167	-0.006
lig.job91420.bl.pdb	6.407	0.905	-10.136
0.785398	1.617114	-1.572037	104	15	111	1243.418
1.832596	0.571433	-1.188419	97	16	2	1048.434
2.617994	2.251330	-2.330739	96	15	1	1019.470
-2.617994	1.194549	-0.801900	87	7	4	984.687
-1.570796	1.766067	2.153843	83	2	103	958.688
-1.570796	1.440580	2.260026	82	2	106	949.582
2.356194	1.870545	-2.976234	98	15	110	948.740
1.308997	0.619654	-2.216909	85	4	2	948.628
2.356194	2.251330	-2.330739	99	17	1	945.458
1.832596	2.115563	0.685730	99	15	5	939.327
-1.308997	1.134796	2.434290	95	15	1	935.649
2.094395	0.379747	-1.713059	99	17	111	917.290
2.356194	0.379747	-1.713059	101	17	106	914.494
1.832596	1.683268	0.374177	96	15	3	913.269
0.000000	1.195355	1.200319	97	15	108	909.939
2.356194	0.685216	-1.712745	95	17	106	908.095
-2.617994	2.664082	-1.071402	101	16	108	905.177
-0.261799	1.195355	1.200319	99	15	108	899.654
-1.308997	1.824694	1.850876	96	17	2	897.231
2.617994	2.108018	1.311430	105	14	102	896.651
2.094395	0.571433	-1.188419	93	15	111	893.456
-2.617994	1.301460	-0.509251	87	7	5	893.415
-1.832596	1.606104	-0.451151	103	17	105	893.249
-1.308997	0.458961	-0.107937	94	14	96	891.568
-1.047198	0.418037	1.360082	103	18	11	889.848
-1.308997	2.407836	1.410646	91	14	105	880.401
2.094395	0.914445	2.687814	100	15	110	871.837
-1.570796	1.741644	-2.695914	97	11	3	870.021
1.570796	2.164094	-2.991358	3	13	100	865.240
2.356194	2.349581	-2.702517	97	16	109	862.726
-2.094395	1.134796	2.434290	111	15	100	861.714
1.570796	2.760637	2.781135	100	105	90	860.805
1.832596	1.909857	-0.381669	98	17	105	859.761
2.356194	0.864993	2.278281	100	15	106	859.545
1.570796	2.001437	0.381215	101	17	3	859.346
-2.879793	1.194549	-0.801900	89	11	4	859.212
1.308997	0.290380	-0.796960	99	18	1	857.677
1.832596	1.812176	0.656819	98	14	6	856.305
-0.523599	1.310100	1.488307	100	16	107	856.244
-2.879793	0.080730	-2.622036	102	18	106	849.086
-2.356194	1.242974	-2.977882	91	11	2	847.159
1.832596	1.721184	-0.153948	98	17	109	846.928
-1.832596	2.379497	0.561089	104	18	104	844.199
-1.047198	1.367556	0.358405	3	111	23	842.460
-2.094395	0.762244	-0.273349	96	15	111	841.706
2.617994	2.349581	-2.702517	95	15	110	839.488
-2.356194	1.218453	2.777284	3	12	99	839.036
-1.570796	1.574060	2.783565	82	111	109	838.722
-3.141593	1.335669	0.897240	100	12	5	838.065
1.308997	1.310100	1.488307	99	11	4	837.673
-1.570796	0.866395	-2.492918	101	15	104	836.824
-2.094395	0.674054	1.013609	94	4	92	836.415
1.570796	0.615174	-0.666022	95	15	4	836.360
-2.094395	0.914445	2.687814	0	15	100	835.577
-0.261799	0.906588	1.252948	99	14	103	835.491
-2.879793	1.696674	-1.253233	104	23	111	834.883
-2.879793	0.419640	2.974122	102	17	104	834.563
2.094395	0.850607	-1.335383	95	16	108	832.619
-2.356194	1.696674	-1.253233	103	18	108	832.077
0.261799	0.458961	-0.107937	111	13	16	830.992
-0.261799	1.184361	0.625864	97	14	6	829.619
1.308997	1.599406	1.426070	100	10	7	828.346
-2.094395	1.732874	-0.951685	82	110	3	826.203
-2.356194	0.762244	-0.273349	99	15	111	823.332
-1.308997	1.872854	1.543456	95	16	7	821.926
-1.832596	1.982574	-1.115518	26	8	6	821.748
-0.523599	0.418037	1.360082	101	17	15	821.640
-1.832596	0.496451	0.593859	93	8	94	821.507
-1.832596	1.766067	2.153843	84	4	106	818.325
-1.047198	0.591903	2.010408	89	107	12	817.695
1.308997	1.168678	2.108595	100	26	109	813.926
2.356194	1.721184	-0.153948	106	15	18	813.913
1.047198	1.310100	1.488307	98	12	6	813.159
-1.570796	1.699788	2.452890	82	1	102	812.815
-0.785398	0.418037	1.360082	104	18	15	811.519
-2.356194	2.033014	2.977192	92	9	5	810.729
-1.570796	1.413430	2.550734	81	0	108	808.263
1.570796	0.619654	-2.216909	99	17	5	808.230
-1.047198	0.640596	-2.797608	97	15	107	808.075
2.879793	2.251330	-2.330739	93	14	2	807.082
2.356194	1.736875	3.023612	98	15	108	804.275
1.570796	1.683268	0.374177	99	17	3	803.568
-2.094395	2.455966	-0.641220	99	16	110	803.328
-1.047198	0.866395	-2.492918	98	14	105	803.083
-2.356194	2.041297	-2.664597	102	15	107	802.972
0.523599	0.709924	0.218797	105	11	19	802.540
-2.617994	1.510910	-0.740472	87	8	2	801.817
2.094395	1.218453	2.777284	98	16	108	801.792
0.523599	2.704512	1.488683	95	15	105	798.529
-1.047198	1.168678	2.108595	94	13	5	797.924
1.047198	1.617114	-1.572037	101	16	110	797.466
-1.047198	1.599406	1.426070	84	9	10	796.877
2.094395	0.685216	-1.712745	99	17	105	795.827
1.832596	2.349581	-2.702517	102	17	105	795.796
-3.141593	2.979456	-1.009304	106	18	105	795.265
-3.141593	1.872854	1.543456	97	16	104	794.909
-3.141593	1.325504	-1.671296	99	20	1	794.409
0.785398	1.417623	-0.202254	1	10	19	794.034
-0.785398	1.599406	1.426070	84	5	11	792.752
-1.047198	2.073035	2.027405	105	16	107	792.065
2.617994	1.998705	2.370472	15	10	106	792.011
-2.617994	2.138223	1.678323	1	24	107	791.361
-0.785398	1.836682	-0.676006	24	4	9	790.922
2.617994	2.455966	-0.641220	92	14	5	790.650
-3.141593	2.343981	-1.040456	100	19	0	790.395
1.570796	0.370812	-2.547742	85	5	110	790.331
-1.308997	2.299159	2.264663	104	19	104	790.090
2.094395	2.349581	-2.702517	102	3	90	790.059
-2.879793	1.904882	-1.478089	92	10	98	790.016
0.000000	2.153910	-1.714959	91	9	9	789.618
-0.785398	0.591903	2.010408	96	15	7	789.512
-0.523599	1.766067	2.153843	98	15	105	789.368
2.094395	2.089241	-0.114193	97	16	0	789.206
-1.308997	0.864993	2.278281	96	18	6	788.900
0.523599	2.138223	1.678323	97	15	6	787.547
-2.094395	0.203748	0.590255	92	13	96	787.436
-0.785398	1.555207	1.708892	98	16	105	786.993
-3.141593	0.370812	-2.547742	101	16	105	786.680
-3.141593	1.218453	2.777284	103	16	102	786.263
-1.047198	1.310100	1.488307	87	11	12	785.849
-2.356194	0.419640	2.974122	101	17	104	785.531
-1.570796	1.998705	2.370472	84	1	99	785.424
2.094395	2.073035	2.027405	104	0	15	784.416
0.523599	1.554776	0.100351	6	107	22	782.755
-1.308997	1.256302	0.062705	3	110	22	781.967
-0.261799	2.251330	-2.330739	95	7	12	781.751
2.094395	1.194549	-0.801900	91	15	109	781.055
-2.879793	1.325504	-1.671296	92	15	102	780.840
1.832596	2.174483	2.653697	100	14	101	780.786
-2.094395	2.637879	2.121598	98	4	92	779.425
-1.570796	0.618092	2.539118	97	20	6	779.082
-1.570796	0.914445	2.687814	98	18	111	777.688
-1.832596	1.301460	-0.509251	96	14	111	777.636
-2.356194	2.393226	1.857173	96	10	95	777.192
-1.570796	0.831641	0.616218	99	17	2	776.889
0.523599	1.014500	0.906702	106	10	96	776.504
-2.356194	1.391910	3.030322	100	24	102	775.224
-2.094395	2.073035	2.027405	92	10	96	774.919
1.832596	2.041297	-2.664597	103	18	108	774.766
-0.261799	2.478122	2.609777	102	18	103	774.042
2.617994	1.870545	-2.976234	94	14	110	773.067
1.832596	1.875281	0.107086	97	17	0	772.685
1.308997	0.203748	0.590255	98	17	111	771.970
-1.047198	2.396274	-1.959260	98	12	110	771.640
1.832596	1.554776	0.100351	96	17	0	770.899
-0.785398	1.135813	-2.658866	97	15	107	770.736
-1.832596	1.824694	1.850876	86	9	101	770.500
-0.523599	0.615174	-0.666022	91	14	100	770.382
-2.617994	2.187132	-0.479875	100	17	6	769.771
-2.094395	2.299159	2.264663	94	7	92	768.187
2.879793	1.367556	0.358405	101	16	107	767.810
-1.047198	0.458961	-0.107937	92	12	96	767.806
-0.261799	1.045978	0.343692	97	15	105	765.298
-2.356194	2.343981	-1.040456	97	15	1	765.247
-0.523599	0.733948	3.021411	95	15	111	763.790
0.261799	0.960688	-0.577532	93	16	107	763.600
-1.308997	0.591903	2.010408	99	20	11	762.412
0.261799	1.301460	-0.509251	92	15	110	762.352
1.832596	0.615174	-0.666022	91	13	4	762.288
-2.879793	1.809167	1.213774	97	15	110	762.060
-2.356194	0.914445	2.687814	1	14	101	761.083
-2.094395	2.174483	2.653697	103	21	101	760.634
-2.617994	1.134796	2.434290	93	14	103	760.392
2.094395	1.977582	0.969896	97	12	8	760.273
0.000000	1.045978	0.343692	106	2	20	759.880
2.094395	1.812176	0.656819	95	13	6	759.812
0.785398	0.685216	-1.712745	85	6	1	759.716
-2.094395	0.864993	2.278281	109	18	102	759.325
-1.308997	1.736875	3.023612	81	107	104	759.065
-2.356194	0.674054	1.013609	94	6	92	758.546
2.879793	1.256302	0.062705	102	16	108	758.428
-1.047198	2.478122	2.609777	93	16	94	757.928
-1.832596	2.174483	2.653697	99	21	101	757.840
2.879793	0.914445	2.687814	102	18	105	757.550
-2.094395	1.218453	2.777284	1	14	99	757.454
-1.832596	1.050534	3.042579	90	21	108	756.857
-2.617994	0.899350	-2.069907	94	11	6	755.909
1.570796	0.866395	-2.492918	85	5	4	755.682
-0.261799	2.637879	2.121598	93	13	3	755.671
-1.832596	1.014500	0.906702	100	18	110	755.345
-1.570796	1.218453	2.777284	89	20	108	755.326
1.570796	0.290380	-0.796960	102	21	11	754.933
-2.617994	2.984978	1.954446	0	19	103	754.698
1.570796	0.866955	-0.931351	97	15	7	754.654
2.094395	1.869911	2.701025	100	14	104	754.524
-1.308997	2.863997	0.549740	106	5	18	754.209
-1.832596	0.297065	2.160177	103	19	107	754.184
2.879793	1.128190	-2.288622	95	14	0	754.169
2.094395	0.297065	2.160177	16	93	2	753.087
-2.617994	0.419640	2.974122	103	17	105	752.451
-1.570796	0.496451	0.593859	93	7	93	751.743
-1.308997	1.168678	2.108595	94	16	107	751.270
2.879793	2.407836	1.410646	100	10	13	750.944
-1.308997	0.496451	0.593859	2	13	18	750.658
-2.094395	1.836682	-0.676006	82	0	110	749.886
1.047198	0.831641	0.616218	100	9	18	749.739
-0.523599	2.637879	2.121598	96	15	2	749.355
2.094395	1.134497	-1.109631	92	16	105	748.772
-1.832596	0.203748	0.590255	91	11	96	747.975
0.523599	0.418037	1.360082	4	102	20	747.527
-2.879793	2.349581	-2.702517	102	6	91	747.362
-1.308997	0.914445	2.687814	87	17	1	747.285
-2.879793	2.760637	2.781135	97	15	110	747.209
0.523599	1.982574	-1.115518	85	6	6	747.071
0.000000	0.203748	0.590255	107	19	15	746.315
-2.617994	2.455966	-0.641220	100	17	2	746.132
-2.879793	1.134796	2.434290	100	17	103	745.306
2.094395	2.033014	2.977192	99	15	106	744.887
-0.785398	2.153910	-1.714959	98	13	108	744.173
2.094395	2.041297	-2.664597	101	17	109	744.050
0.261799	0.961715	0.014085	111	4	20	743.333
-2.094395	1.391910	3.030322	96	23	103	743.076
-0.785398	2.478122	2.609777	90	14	94	743.020
2.617994	2.063651	-2.044600	98	15	6	743.000
-1.570796	1.134796	2.434290	82	1	1	742.875
-2.617994	0.571433	-1.188419	100	11	13	742.643
0.785398	1.904882	-1.478089	104	16	2	742.392
-1.308997	1.045978	0.343692	97	9	92	741.292
-0.785398	2.073035	2.027405	86	11	107	740.656
1.832596	1.367556	0.358405	93	15	3	740.461
-2.356194	1.135813	-2.658866	91	11	5	739.887
2.617994	2.407836	1.410646	102	10	13	739.700
2.094395	1.948085	-2.363031	100	18	0	739.603
-1.832596	1.721184	-0.153948	104	14	101	739.258
1.047198	2.073035	2.027405	91	10	8	738.834
-0.261799	1.809167	1.213774	5	17	101	738.670
1.832596	2.356369	3.005869	1	15	96	738.635
-2.094395	1.433411	-1.035986	84	109	6	738.611
-3.141593	2.153910	-1.714959	95	9	95	738.556
-0.523599	1.824694	1.850876	97	15	108	738.423
-1.308997	1.128190	-2.288622	101	13	103	738.294
2.356194	0.591903	2.010408	16	91	3	737.871
-1.570796	2.592629	0.909713	104	16	100	737.457
2.879793	2.153910	-1.714959	110	23	105	737.105
-1.308997	1.599406	1.426070	81	1	107	736.872
2.094395	1.554776	0.100351	90	15	110	736.591
-3.141593	1.413347	-1.339188	94	16	101	735.383
1.308997	0.864993	2.278281	85	6	106	735.114
-0.785398	1.433411	-1.035986	95	25	109	734.862
-1.832596	1.218453	2.777284	83	4	0	734.479
2.617994	1.050534	3.042579	101	18	107	734.435
-2.879793	1.050534	3.042579	2	25	106	734.242
-3.141593	0.080730	-2.622036	100	18	109	734.126
-1.308997	2.456751	-1.503343	96	21	1	733.974
1.308997	1.247695	1.809890	90	7	6	733.928
1.832596	2.001437	0.381215	97	16	3	733.309
-1.570796	2.033014	2.977192	97	18	98	733.261
-2.356194	2.299159	2.264663	104	21	107	733.173
-2.094395	2.587733	0.232235	104	19	107	732.995
2.617994	0.961715	0.014085	110	12	102	732.969
-1.308997	1.504028	0.636812	111	4	22	732.410
-0.785398	0.929350	-2.910676	97	15	109	732.342
-1.570796	2.379497	0.561089	101	19	105	732.331
-2.356194	2.637879	2.121598	98	6	91	732.193
0.523599	2.041297	-2.664597	103	15	100	731.074
-3.141593	0.591903	2.010408	24	5	0	731.053
2.094395	2.356369	3.005869	109	17	95	731.003
2.879793	0.709924	0.218797	105	16	105	730.932
2.094395	1.433411	-1.035986	92	16	106	730.863
-2.356194	1.134796	2.434290	1	14	100	730.696
-2.617994	2.760637	2.781135	95	13	111	730.356
-0.261799	0.709924	0.218797	0	11	18	730.317
-2.094395	0.992645	-1.723759	99	13	6	730.092
-0.523599	1.045978	0.343692	101	16	106	729.849
-2.356194	0.929350	-2.910676	91	10	8	729.621
-1.832596	1.909857	-0.381669	105	16	103	729.503
-1.308997	2.251330	-2.330739	97	12	2	729.477
-0.785398	0.615174	-0.666022	94	18	100	728.957
-0.785398	1.335669	0.897240	13	98	108	728.740
1.047198	1.025536	1.576859	99	12	3	728.130
2.094395	0.762244	-0.273349	97	19	8	728.128
0.000000	0.496451	0.593859	107	15	17	728.034
0.000000	2.396274	-1.959260	92	4	12	726.593
2.617994	1.045978	0.343692	106	14	102	726.552
-2.617994	0.709924	0.218797	97	15	108	726.272
-1.570796	1.870545	-2.976234	95	6	12	726.218
-0.523599	1.135813	-2.658866	94	13	108	726.208
2.617994	1.574060	2.783565	12	15	104	725.772
2.356194	2.719179	-1.780644	97	11	93	725.719
0.261799	2.760637	2.781135	91	12	2	724.854
0.785398	0.866395	-2.492918	96	16	2	724.728
-2.094395	1.335669	0.897240	104	18	107	724.565
0.261799	0.709924	0.218797	107	10	19	724.420
2.617994	0.929350	-2.910676	98	18	0	723.623
-1.570796	1.506530	1.988858	83	2	109	723.486
2.094395	1.510910	-0.740472	92	16	110	723.341
-1.047198	1.128190	-2.288622	99	13	104	723.245
-0.261799	0.850607	-1.335383	87	20	108	723.032
2.356194	1.218453	2.777284	97	14	109	722.873
-2.094395	0.496451	0.593859	95	11	94	720.988
2.879793	1.545873	-1.877082	102	21	108	720.920
-0.785398	2.251330	-2.330739	10	10	19	720.734
-1.570796	1.450119	-2.739050	97	11	6	720.492
-1.832596	2.033014	2.977192	101	19	97	720.367
-1.308997	2.349581	-2.702517	89	107	93	720.272
0.523599	1.417623	-0.202254	10	111	22	719.713
-2.879793	1.301460	-0.509251	111	14	104	719.701
1.832596	0.866955	-0.931351	97	17	3	719.031
-3.141593	2.349581	-2.702517	102	5	90	718.964
1.308997	1.870545	-2.976234	104	2	90	718.907
-2.356194	2.455966	-0.641220	102	17	110	718.867
-1.308997	2.104282	-0.813972	85	7	108	718.624
-1.047198	0.864993	2.278281	95	14	4	718.359
-0.261799	1.574060	2.783565	17	3	108	718.222
-2.879793	2.153910	-1.714959	94	6	94	718.026
-0.261799	2.881233	-2.582574	2	19	99	717.248
2.879793	1.721184	-0.153948	103	15	103	717.227
-2.356194	1.325504	-1.671296	84	5	111	716.882
1.308997	1.440580	2.260026	99	26	1	716.842
0.785398	2.164094	-2.991358	106	4	90	716.486
1.308997	2.104282	-0.813972	15	107	104	716.176
0.523599	0.297065	2.160177	111	18	108	716.072
-2.617994	1.413430	2.550734	98	18	102	715.628
-0.261799	1.256302	0.062705	99	16	110	715.199
2.879793	1.504028	0.636812	99	15	109	715.133
-2.879793	0.700570	1.559208	26	3	3	714.954
-1.832596	1.870545	-2.976234	96	7	12	714.648
-0.523599	2.033014	2.977192	17	4	107	714.468
-0.785398	1.824694	1.850876	88	15	2	713.969
2.094395	2.588535	-2.976617	99	16	106	713.912
1.832596	1.417623	-0.202254	95	17	107	713.717
2.356194	0.290380	-0.796960	93	18	9	713.297
-1.832596	1.510910	-0.740472	88	14	6	712.709
-1.308997	1.367556	0.358405	2	1	22	712.147
1.047198	2.588535	-2.976617	100	7	91	711.966
-0.523599	1.247695	1.809890	97	14	102	711.859
1.832596	1.256302	0.062705	94	17	110	711.713
-0.785398	0.700570	1.559208	99	15	14	711.569
1.047198	2.041297	-2.664597	100	16	104	711.026
2.356194	2.295480	1.008277	107	11	100	710.777
2.094395	1.301460	-0.509251	93	15	1	710.298
-1.570796	2.164094	-2.991358	87	109	94	710.253
1.308997	1.741644	-2.695914	107	6	91	710.171
-0.523599	0.290380	-0.796960	91	14	99	710.032
-0.785398	1.545873	-1.877082	99	12	104	709.647
-1.047198	0.910508	1.903534	95	16	10	709.394
-2.356194	1.662363	0.915448	96	16	2	709.266
